"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"34","","Rust","453471540","19027620","73289","1233","26294","10511","441","23.83",""
"35","","Chess","450542340","4020840","53088","223","7326","10443","93","112.05",""
"36","","NBA 2K21","450069180","33844620","81377","1594","56371","10432","784","13.3",""
"37","","Among Us","433091640","10468500","105282","691","45982","10039","242","41.37",""
"38","","Destiny 2","410056500","34566720","36790","1971","43132","9505","801","11.86",""
"39","","Guilty Gear: Strive","375546300","9781560","41854","1087","17794","8705","226","38.39",""
"40","","Clash Royale","372515460","3720000","77178","163","10941","8635","86","100.14",""
"41","","Ark: Survival Evolved","361964460","21556860","56164","1446","28553","8390","499","16.79",""
"42","","SMITE","354598020","11915280","28848","568","16082","8219","276","29.76",""
"43","","Lost Ark","317917800","7199940","56724","476","4769","7369","166","44.16",""
"44","","Final Fantasy XIV Online","310751100","23191440","42377","1269","26658","7203","537","13.4",""
"45","","Old School RuneScape","287411040","6590400","21413","250","5649","6662","152","43.61",""
"46","","Ratchet & Clank: Rift Apart","282176280","8214660","136252","1601","14327","6540","190","34.35",""
"47","","Resident Evil Village","281679780","14068380","51264","1078","32479","6529","326","20.02",""
"48","","Call of Duty: Black Ops Cold War","277925040","53227440","40167","2538","91712","6442","1233","5.22",""
"49","","TrackMania","275811060","1715520","240476","117","3551","6393","39","160.77",""
"50","","Tekken 7","275262480","3935520","73116","157","7721","6380","91","69.94",""
"51","","Magic: The Gathering","273256920","4501380","22054","211","6529","6334","104","60.71",""
"52","","Black Desert","265777740","8479740","84299","564","7166","6160","196","31.34",""
"53","","StarCraft","262225560","1305060","56938","75","1760","6078","30","200.93",""
"54","","Poker","261034020","3944040","30982","250","3550","6050","91","66.18",""
"55","","Terraria","255010260","6201300","102719","280","13218","5911","143","41.12",""
"56","","World of Tanks","250852140","7661580","31063","398","7669","5814","177","32.74",""
"57","","Retro","245769120","9609480","21798","357","10973","5697","222","25.58",""
"58","","StarCraft II","239864220","3130860","35727","119","4091","5560","72","76.61",""
"59","","Fall Guys","233085900","8106180","69678","388","31908","5403","187","28.75",""
"60","","Dungeons & Dragons","227075460","5423220","120421","460","9096","5263","125","41.87",""
"61","","Path of Exile","217845540","5672700","32950","531","4946","5049","131","38.4",""
"62","","DayZ","214561080","10138620","31503","472","11779","4973","235","21.16",""
"63","","Age of Empires II","212631120","2871840","29137","149","3909","4928","66","74.04",""
"64","","Phasmophobia","202112100","17349060","54086","1631","60703","4685","402","11.65",""
"65","","The Elder Scrolls Online","197746440","6910020","25950","337","8257","4583","160","28.62",""
"66","","The Binding of Isaac: Repentance","196595460","5009700","55955","282","10287","4557","116","39.24",""
"67","","Games + Demos","196189260","22677720","104096","870","53557","4547","525","8.65",""
"68","","Pokémon Sword/Shield","193344300","8173500","16959","342","10927","4481","189","23.66",""
"69","","Chivalry 2","188577840","6192060","82734","816","15177","4371","143","30.45",""
"70","","Science & Technology","184583040","10864080","39955","396","8416","4278","251","16.99",""
"71","","Tibia","184084020","9345300","12622","455","5591","4267","216","19.7",""
"72","","Dark Souls III","175487160","9641880","44652","427","18490","4067","223","18.2",""
"73","","Food & Drink","175007040","2300880","96106","101","7510","4056","53","76.06",""
"74","","VRChat","170328000","5594640","38552","408","9710","3948","129","30.44",""
"75","","Super Smash Bros. Ultimate","168386340","7375080","47099","1297","14544","3903","170","22.83",""
"76","","The Sims 4","167122140","6722460","133763","475","16798","3873","155","24.86",""
"77","","Heroes of Might and Magic III: The Restoration of Erathia","155175240","1095540","16236","66","700","3597","25","141.64",""
"78","","World of Warships","154042320","3714360","24349","194","4011","3570","86","41.47",""
"79","","Red Dead Redemption 2","152300400","12452220","41489","528","20446","3530","288","12.23",""
"80","","Battlefield 4","149570400","11140320","41858","554","29526","3467","258","13.43",""
"81","","GeoGuessr","139979400","1963380","130689","120","7577","3244","45","71.3",""
"82","","Mario Kart 8","139808700","2109780","114311","154","7564","3240","48","66.27",""
"83","","Eternal Return","132678480","3828180","13874","185","4718","3075","88","34.66",""
"84","","Mario Golf: Super Rush","132561540","1386480","108904","759","5249","3072","32","95.61",""
"85","","Knockout City","131651640","10745280","101401","1153","33414","3051","249","12.25",""
"86","","Gartic Phone","128987400","3438960","252631","238","23358","2989","79","37.51",""
"87","","League of Legends: Wild Rift","128625480","5959860","16301","274","7346","2981","138","21.58",""
"88","","The Last Spell","127268820","946320","46913","71","1523","2950","21","134.49",""
"89","","Roblox","126220920","22331760","20358","905","58979","2925","517","5.65",""
"90","","Travel & Outdoors","125376660","5229480","83746","170","3911","2906","121","23.97",""
"91","","Hunt: Showdown","123478800","8187120","21284","410","10192","2862","189","15.08",""
"92","","Crypto","122345940","5081760","15804","146","1128","2836","117","24.08",""
"93","","Heroes of the Storm","119063940","4046760","14886","163","4694","2759","93","29.42",""
"94","","Dungeons & Dragons: Dark Alliance","118048260","4008660","192661","1392","11301","2736","92","29.45",""
"95","","osu!","117010380","12618420","28394","522","35943","2712","292","9.27",""
"96","","Final Fantasy VII Remake","116081220","6250680","27061","820","10009","2690","144","18.57",""
"97","","Mass Effect Legendary Edition","114808380","12083880","11573","732","12550","2661","280","9.5",""
"98","","Naraka: Bladepoint","112131960","1905000","114887","569","5201","2599","44","58.86",""
"99","","MapleStory","111941820","3728280","25713","183","3456","2594","86","30.03",""
"100","","MLB The Show 21","111889200","6603780","24790","425","10950","2593","153","16.94",""
