"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"45","","Travel & Outdoors","316300800","5773980","56068","181","4967","7095","129","54.78",""
"46","","SMITE","307866180","11884500","41610","623","16122","6905","266","25.9",""
"47","","Warframe","295466040","10899660","560295","830","13645","6627","244","27.11",""
"48","","Fall Guys","291254400","11122980","118760","750","42332","6533","249","26.18",""
"49","","Old School RuneScape","290921460","6768180","27580","257","6088","6525","151","42.98",""
"50","","NBA 2K21","279415920","33614040","53935","1525","57255","6267","754","8.31",""
"51","","Magic: The Gathering","275590860","5033340","27257","325","7301","6181","112","54.75",""
"52","","Poker","268863480","4227840","25760","248","3731","6031","94","63.59",""
"53","","RimWorld","267895980","3616860","35661","293","4680","6009","81","74.07",""
"54","","TrackMania","261333000","1990860","85471","272","4043","5862","44","131.27",""
"55","","Among Us","259896480","8166720","116137","510","35164","5829","183","31.82",""
"56","","Retro","259787580","10905180","26358","416","11025","5827","244","23.82",""
"57","","F1 2021","254248020","5853900","48103","698","13175","5703","131","43.43",""
"58","","Guilty Gear: Strive","249561960","7132380","31562","380","13384","5598","159","34.99",""
"59","","StarCraft II","242287560","3304860","36126","118","3985","5434","74","73.31",""
"60","","Special Events","240012120","2006460","364682","715","4621","5383","45","119.62",""
"61","","The Legend of Zelda: Skyward Sword HD","227493060","7041060","60837","1105","11392","5103","157","32.31",""
"62","","World of Tanks","221857920","7828200","22309","389","7931","4976","175","28.34",""
"63","","Monster Hunter Stories 2: Wings of Ruin","197482320","8229720","39406","776","8874","4429","184","24",""
"64","","Dark Souls III","194913780","11032560","124687","419","20216","4372","247","17.67",""
"65","","VRChat","180587100","6083160","32291","361","10362","4050","136","29.69",""
"66","","Pokémon Sword/Shield","177405600","7672980","61749","327","10642","3979","172","23.12",""
"67","","Phasmophobia","177290580","16729080","151494","940","59659","3976","375","10.6",""
"68","","I'm Only Sleeping","175155180","2512560","19180","126","2919","3929","56","69.71",""
"69","","Dungeons & Dragons","174499140","5295900","64682","438","8810","3914","118","32.95",""
"70","","Age of Empires II","170221920","2773860","20709","116","3804","3818","62","61.37",""
"71","","Aion","167776500","1339800","38325","70","1022","3763","30","125.23",""
"72","","Super Smash Bros. Melee","165601440","1327620","117332","90","2435","3714","29","124.74",""
"73","","Brawlhalla","164842620","5886900","59799","252","20554","3697","132","28",""
"74","","Heroes of Might and Magic III: The Restoration of Erathia","162367440","1105800","14674","58","666","3642","24","146.83",""
"75","","Diablo III","158323200","5008500","30334","900","7451","3551","112","31.61",""
"76","","Axie Infinity","157762320","2323500","14934","197","2777","3538","52","67.9",""
"77","","World of Warships","156711720","3639360","24334","159","3917","3515","81","43.06",""
"78","","The Sims 4","154614120","7695060","38796","690","19715","3468","172","20.09",""
"79","","Tibia","152891820","8520660","11884","409","5285","3429","191","17.94",""
"80","","Ark: Survival Evolved","152077140","14774940","13134","576","20170","3411","331","10.29",""
"81","","Games + Demos","147561660","21793140","42362","789","51876","3310","488","6.77",""
"82","","The Elder Scrolls Online","146493180","5919300","24511","262","7232","3286","132","24.75",""
"83","","Tribes of Midgard","145715100","2412480","99386","930","5857","3268","54","60.4",""
"84","","Science & Technology","143788860","10466340","14352","347","7923","3225","234","13.74",""
"85","","Hunt: Showdown","141161160","9522000","27387","500","12187","3166","213","14.82",""
"86","","Roblox","139291620","25788060","76087","884","67091","3124","578","5.4",""
"87","","God of War","133791660","4094460","59907","179","7277","3001","91","32.68",""
"88","","Legends of Runeterra","133471380","2193540","41412","115","3222","2993","49","60.85",""
"89","","Super Smash Bros. Ultimate","132235800","7101240","31129","487","14504","2966","159","18.62",""
"90","","The Binding of Isaac: Repentance","130566300","3953040","23875","183","8226","2928","88","33.03",""
"91","","Terraria","127172940","6064560","59055","236","12716","2852","136","20.97",""
"92","","Virtual Casino","124956480","710880","43564","39","951","2802","15","175.78",""
"93","","MLB The Show 21","121434120","6540660","26583","408","11061","2723","146","18.57",""
"94","","Ashes of Creation","121145340","546600","219187","222","694","2717","12","221.63",""
"95","","Conqueror's Blade","119807460","2211900","56150","168","2038","2687","49","54.16",""
"96","","League of Legends: Wild Rift","119063940","5408220","19547","247","6762","2670","121","22.02",""
"97","","Red Dead Redemption 2","118097940","17130420","22749","1029","28440","2649","384","6.89",""
"98","","MapleStory","112489560","4016340","13837","206","3728","2523","90","28.01",""
"99","","Ghost Exorcism Inc.","109022940","2668980","113196","457","8098","2445","59","40.85",""
"100","","Gartic Phone","108940380","3303900","98651","193","21655","2443","74","32.97",""
