"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"25","","PUBG: BATTLEGROUNDS","747176340","34883340","96500","1280","34326","16760","782","21.42",""
"26","","Overwatch","737522400","46220400","111132","2056","77905","16543","1036","15.96",""
"27","","Chess","700544280","5170140","216316","254","10090","15714","115","135.5",""
"28","","Destiny 2","660799200","54319860","232547","18053","60430","14822","1218","12.16",""
"29","","Among Us","657657780","12359400","242486","960","51402","14752","277","53.21",""
"30","","Art","654110160","38692560","41283","1359","63201","14672","867","16.91",""
"31","","Subnautica: Below Zero","648177120","12544860","157366","1398","20369","14539","281","51.67",""
"32","","Path of Exile","620580780","15223740","38182","710","11055","13920","341","40.76",""
"33","","Garena Free Fire","567316320","19656420","152640","943","27343","12725","440","28.86",""
"34","","Call Of Duty: Modern Warfare","565980900","241595640","43279","10966","298703","12695","5419","2.34",""
"35","","Special Events","552658080","1971720","261967","609","4658","12396","44","280.29",""
"36","","ASMR","523207680","7172640","39046","224","5231","11736","160","72.94",""
"37","","DayZ","513316980","12700440","66345","541","15030","11514","284","40.42",""
"38","","Talk Shows & Podcasts","461422200","11715720","330546","613","17457","10350","262","39.38",""
"39","","The Binding of Isaac: Repentance","392205660","8103120","53524","381","14854","8797","181","48.4",""
"40","","Knockout City","378775800","16105560","218151","2353","53849","8496","361","23.52",""
"41","","SMITE","377077560","13595700","31244","635","17342","8458","304","27.74",""
"42","","NBA 2K21","375741060","37371780","72434","1710","61714","8428","838","10.05",""
"43","","Ark: Survival Evolved","347470380","15607440","56983","670","21315","7794","350","22.26",""
"44","","Call of Duty: Black Ops Cold War","338787240","63548460","50942","2875","112257","7599","1425","5.33",""
"45","","Poker","337416960","4823940","31305","275","4416","7568","108","69.95",""
"46","","Biomutant","331787100","10262160","184793","5006","22965","7442","230","32.33",""
"47","","Returnal","329181240","9008100","101456","1282","14222","7384","202","36.54",""
"48","","World of Tanks","315795360","9678360","32430","516","9273","7083","217","32.63",""
"49","","Magic: The Gathering","306665100","5619600","31456","267","7731","6878","126","54.57",""
"50","","Lost Ark","300141180","7149540","51358","462","4263","6732","160","41.98",""
"51","","Sea of Thieves","295188960","22035600","32140","1172","36744","6621","494","13.4",""
"52","","Mass Effect Legendary Edition","289117320","18855660","55434","2610","22565","6485","422","15.33",""
"53","","Final Fantasy XIV Online","288359460","22326900","144368","1396","25209","6468","500","12.92",""
"54","","Clash Royale","282965040","2873160","68829","125","6798","6347","64","98.49",""
"55","","Pools, Hot Tubs, and Beaches","282593220","2682060","61460","269","8097","6339","60","105.36",""
"56","","Retro","280773480","10373460","22866","373","11594","6298","232","27.07",""
"57","","Old School RuneScape","269793480","7199460","18401","262","6122","6051","161","37.47",""
"58","","StarCraft II","251381760","3626880","28004","134","4463","5638","81","69.31",""
"59","","Black Desert","246337260","9017820","41932","312","7307","5525","202","27.32",""
"60","","New Pokémon Snap","237614340","7259100","86399","2227","19383","5330","162","32.73",""
"61","","Days Gone","237137400","12951240","48536","980","21378","5319","290","18.31",""
"62","","World of Warships","229280160","4473180","47755","206","4757","5143","100","51.26",""
"63","","Motorsport Manager","223299900","304560","51165","23","451","5008","6","733.19",""
"64","","Fall Guys","216937020","10397520","65425","492","37857","4866","233","20.86",""
"65","","Age of Empires II","210414360","3337200","23755","152","4451","4719","74","63.05",""
"66","","Pokémon Sword/Shield","210318840","8352720","33832","340","11264","4717","187","25.18",""
"67","","Resident Evil 7: Biohazard","206987580","13924500","55076","953","39179","4643","312","14.86",""
"68","","Dungeons & Dragons","206719860","6010260","83203","474","9454","4637","134","34.39",""
"69","","Hood: Outlaws & Legends","206332620","5008260","96841","922","11228","4628","112","41.2",""
"70","","Tibia","204389640","10084320","14128","481","6049","4584","226","20.27",""
"71","","Science & Technology","188647860","12297240","31301","415","9530","4231","275","15.34",""
"72","","Phasmophobia","186701820","18757500","127546","1139","63099","4188","420","9.95",""
"73","","Travel & Outdoors","185034300","6140580","88346","194","4494","4150","137","30.13",""
"74","","Super Smash Bros. Ultimate","184593360","7936980","48839","436","14388","4140","178","23.26",""
"75","","Street Fighter V","181475160","3493200","61443","147","5149","4070","78","51.95",""
"76","","MLB The Show 21","179785860","10339200","22957","635","16031","4032","231","17.39",""
"77","","Crypto","178776840","4663500","24641","163","1605","4010","104","38.34",""
"78","","Roblox","178613340","23288580","201701","935","62143","4006","522","7.67",""
"79","","Games + Demos","178165260","27440340","36364","1587","62584","3996","615","6.49",""
"80","","Brawlhalla","177112860","6472380","54300","308","21967","3972","145","27.36",""
"81","","It Takes Two","175269120","8949420","40112","582","24734","3931","200","19.58",""
"82","","Heroes of Might and Magic III: The Restoration of Erathia","174028020","1276380","17837","69","732","3903","28","136.34",""
"83","","GeoGuessr","173127960","2562540","188377","150","9738","3883","57","67.56",""
"84","","Food & Drink","172591440","2607540","55143","127","8013","3871","58","66.19",""
"85","","Gartic Phone","170153220","4428900","140145","389","28912","3816","99","38.42",""
"86","","Tabletop RPGs","168069900","1604400","130205","135","2662","3770","35","104.76",""
"87","","VRChat","166406220","6043560","17225","410","10389","3732","135","27.53",""
"88","","TrackMania","157232040","1421220","36442","115","2909","3526","31","110.63",""
"89","","Dread Hunger","156277080","600180","60964","39","1043","3505","13","260.38",""
"90","","Monster Hunter Rise","155449740","11436240","50697","1169","15271","3486","256","13.59",""
"91","","League of Legends: Wild Rift","155419560","7613760","35203","328","9687","3486","170","20.41",""
"92","","Red Dead Redemption 2","143617260","13591980","36643","570","22259","3221","304","10.57",""
"93","","Heroes of the Storm","141504480","4482000","8655","176","5234","3174","100","31.57",""
"94","","osu!","135111960","14317140","20721","576","40240","3030","321","9.44",""
"95","","Dark Souls III","134723520","9328620","13951","392","17164","3022","209","14.44",""
"96","","Hunt: Showdown","132587220","9045120","27549","445","11224","2974","202","14.66",""
"97","","The Sims 4","131130840","6514440","26106","289","15735","2941","146","20.13",""
"98","","Legends of Runeterra","131107320","2214960","34010","201","3528","2940","49","59.19",""
"99","","Warcraft III","130521420","2153040","50648","92","1984","2927","48","60.62",""
"100","","F1 2020","128713680","9263160","44270","1150","17800","2887","207","13.9",""
