"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"57","","Final Fantasy XIV Online","212551140","20462460","149288","1585","23172","5279","508","10.39",""
"58","","Games + Demos","211859520","3733380","55090","186","8685","5262","92","56.75",""
"59","","Retro","202241400","9297480","13442","365","10671","5023","230","21.75",""
"60","","Bloons TD 6","197309040","3336720","80184","177","10659","4900","82","59.13",""
"61","","DayZ","195540000","13214640","23541","640","15926","4856","328","14.8",""
"62","","Heroes of Might and Magic III: The Restoration of Erathia","192395160","1229220","20888","75","892","4778","30","156.52",""
"63","","Fall Guys","192187620","10485120","90057","491","36961","4773","260","18.33",""
"64","","Jackbox Party Packs","176890380","3835500","200097","409","16715","4393","95","46.12",""
"65","","Stardew Valley","176169060","14041200","38244","643","30846","4375","348","12.55",""
"66","","Science & Technology","174159540","10633560","210498","491","9711","4325","264","16.38",""
"67","","Age of Empires II","173483760","3045480","31400","157","4373","4309","75","56.96",""
"68","","World of Warships","169459140","4286820","16268","224","4533","4209","106","39.53",""
"69","","Super Mario 64","169056060","2703480","32823","144","5185","4199","67","62.53",""
"70","","The Legend of Zelda: Breath of the Wild","163560300","4561260","45138","217","7761","4062","113","35.86",""
"71","","Dungeons & Dragons","162618600","5549160","80885","538","8983","4039","137","29.31",""
"72","","RimWorld","160932720","2456880","33738","139","3188","3997","61","65.5",""
"73","","Madden NFL 21","160516440","15446940","33208","1017","30181","3986","383","10.39",""
"74","","Street Fighter V","157261020","3528000","81201","276","6016","3906","87","44.58",""
"75","","Dark Souls III","153111300","9398400","37648","433","18014","3803","233","16.29",""
"76","","VRChat","152192160","5859300","15180","432","10783","3780","145","25.97",""
"77","","Roblox","142771260","19870440","175165","877","52185","3546","493","7.19",""
"78","","MapleStory","138694620","4555800","18211","243","4500","3444","113","30.44",""
"79","","Animal Crossing: New Horizons","138477780","6032880","34378","407","12147","3439","149","22.95",""
"80","","GeoGuessr","135402360","2335920","132268","164","9130","3363","58","57.97",""
"81","","Super Smash Bros. Ultimate","131730600","7952400","29637","970","14800","3271","197","16.56",""
"82","","The Elder Scrolls Online","129271380","6946680","24378","318","8304","3210","172","18.61",""
"83","","Guilty Gear: Strive","126691320","1548420","39024","799","3810","3146","38","81.82",""
"84","","Terraria","124722780","7391760","265179","352","16843","3097","183","16.87",""
"85","","Virtual Casino","121120620","1287600","25798","61","1164","3008","31","94.07",""
"86","","The Sims 4","120967980","6111180","25382","287","16903","3004","151","19.79",""
"87","","Super Seducer 3","115136700","53280","93062","11","206","2859","1","2160.97",""
"88","","Nioh 2: The Complete Edition","111764700","3255600","23920","171","4381","2776","80","34.33",""
"89","","Brawlhalla","109902240","6142200","64576","305","20922","2729","152","17.89",""
"90","","Heroes of the Storm","109193940","4418340","11592","204","5576","2712","109","24.71",""
"91","","osu!","108593760","12971220","16755","516","37147","2697","322","8.37",""
"92","","Clash Royale","107340240","1967760","23866","94","4318","2666","48","54.55",""
"93","","Marbles On Stream","106241820","3535500","72510","188","12013","2638","87","30.05",""
"94","","Spelunky 2","105525240","1022100","18265","57","1966","2621","25","103.24",""
"95","","Food & Drink","101612940","2357340","30078","129","7548","2523","58","43.1",""
"96","","iRacing","101174340","6102780","23285","1189","6819","2513","151","16.58",""
"97","","Nioh 2","100867320","3828960","21445","332","4777","2505","95","26.34",""
"98","","Little Nightmares","99475380","5331480","174224","315","22692","2470","132","18.66",""
"99","","Don't Starve Together","99154440","3490740","11937","176","7575","2462","86","28.4",""
"100","","Legends of Runeterra","98035020","1845840","30790","129","3197","2435","45","53.11",""
