"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"38","","Pokémon Unite","462276600","18083640","52815","1130","30487","10369","405","25.56",""
"39","","Jump King","437687400","1292580","135670","79","4340","9818","28","338.62",""
"40","","Call Of Duty: Modern Warfare","425544840","182863860","31054","20072","243444","9545","4101","2.33",""
"41","","Old School RuneScape","396431280","6870660","39359","247","6175","8892","154","57.7",""
"42","","Project Zomboid","384303600","2296200","68404","131","3675","8620","51","167.37",""
"43","","Poker","375630480","4411800","49571","255","3932","8425","98","85.14",""
"44","","Splitgate","360450300","44926980","104035","2504","142346","8085","1007","8.02",""
"45","","Talk Shows & Podcasts","358320000","10137900","45744","536","13715","8037","227","35.34",""
"46","","Diablo II: Resurrected","356510100","6357120","275291","2679","16684","7997","142","56.08",""
"47","","Among Us","338822760","8149620","215356","477","35178","7600","182","41.58",""
"48","","Phasmophobia","337567500","22366620","133538","2718","75441","7572","501","15.09",""
"49","","SMITE","317869560","12162780","29103","598","16025","7130","272","26.13",""
"50","","Clash Royale","308009880","4103160","62893","176","11601","6909","92","75.07",""
"51","","DayZ","306127260","11688060","165655","557","13839","6866","262","26.19",""
"52","","Naraka: Bladepoint","300637560","8991360","107051","936","13816","6743","201","33.44",""
"53","","World of Tanks","298685700","9026880","51325","522","8946","6699","202","33.09",""
"54","","Axie Infinity","292134240","4548660","23475","223","5193","6553","102","64.22",""
"55","","Call of Duty: Black Ops Cold War","285905160","52168980","31833","2326","88648","6413","1170","5.48",""
"56","","Super Smash Bros. Ultimate","285657600","6338580","104842","339","12455","6407","142","45.07",""
"57","","Retro","264206640","14680920","14616","532","11420","5926","329","18",""
"58","","Sea of Thieves","262950420","17981100","33262","823","31220","5898","403","14.62",""
"59","","StarCraft II","260395380","3441540","37115","120","3991","5841","77","75.66",""
"60","","Pools, Hot Tubs, and Beaches","256886400","3905580","65863","130","4656","5762","87","65.77",""
"61","","Magic: The Gathering","251201640","4870500","48890","235","6767","5634","109","51.58",""
"62","","Black Desert","248644920","9014280","16387","326","7416","5577","202","27.58",""
"63","","Eternal Return","231159480","4244640","44226","213","5623","5185","95","54.46",""
"64","","Gartic Phone","229242780","4083120","116305","243","25977","5142","91","56.14",""
"65","","Ark: Survival Evolved","219153420","13192380","34501","498","18268","4915","295","16.61",""
"66","","NBA 2K21","214665900","26302740","35494","1314","44062","4815","590","8.16",""
"67","","RimWorld","213656040","3959460","24705","181","4454","4792","88","53.96",""
"68","","Red Dead Redemption 2","210448740","18077220","18136","746","27189","4720","405","11.64",""
"69","","Pokémon Sword/Shield","203688540","7681140","63966","449","10648","4569","172","26.52",""
"70","","Hunt: Showdown","201646260","11406300","40414","738","13090","4523","255","17.68",""
"71","","New World","199550460","3289260","103267","1367","8004","4476","73","60.67",""
"72","","Brawlhalla","199512480","5767620","50505","239","19918","4475","129","34.59",""
"73","","PICO PARK","196941000","1951620","137744","199","12366","4417","43","100.91",""
"74","","TrackMania","189302940","1639800","66915","127","2993","4246","36","115.44",""
"75","","Roblox","186976920","26454840","160206","1145","68187","4194","593","7.07",""
"76","","Madden NFL 22","183007500","8974560","33105","1045","15873","4105","201","20.39",""
"77","","Aliens: Fireteam Elite","180937440","4298760","198891","1021","10094","4058","96","42.09",""
"78","","Street Fighter V","179933940","3042240","56550","206","4768","4036","68","59.15",""
"79","","World of Warships","173895420","4229640","32879","205","4451","3900","94","41.11",""
"80","","VRChat","172903140","6114240","57926","292","10707","3878","137","28.28",""
"81","","F1 2021","171874020","6464640","46986","717","13604","3855","145","26.59",""
"82","","Road 96","170784120","1527720","88537","204","4563","3830","34","111.79",""
"83","","Tribes of Midgard","168908580","5746320","55666","406","11355","3788","128","29.39",""
"84","","Games + Demos","164512800","25373340","51043","4261","65461","3690","569","6.48",""
"85","","I'm Only Sleeping","164069280","2992200","16023","189","2975","3680","67","54.83",""
"86","","HUMANKIND","162761160","2468220","106298","592","5348","3650","55","65.94",""
"87","","Travel & Outdoors","160686000","5303940","75206","171","4011","3604","118","30.3",""
"88","","Heroes of Might and Magic III: The Restoration of Erathia","160076400","1278840","23438","77","773","3590","28","125.17",""
"89","","Science & Technology","159228300","11145840","20841","357","7862","3571","250","14.29",""
"90","","Age of Empires II","159204540","2903040","17196","136","4023","3571","65","54.84",""
"91","","Dark Souls III","158972100","10421160","41520","401","18286","3565","233","15.25",""
"92","","The Sims 4","153838380","7261920","96726","328","18492","3450","162","21.18",""
"93","","The Elder Scrolls Online","151334100","6072780","26698","266","7787","3394","136","24.92",""
"94","","Guilty Gear: Strive","150828960","4591320","71759","356","9629","3383","102","32.85",""
"95","","7 Days to Die","149685060","7824000","26935","316","10174","3357","175","19.13",""
"96","","Virtual Casino","148641480","835680","22641","45","1157","3334","18","177.87",""
"97","","The Legend of Zelda: Breath of the Wild","143574660","3895920","35969","154","6504","3220","87","36.85",""
"98","","Diablo III","142252500","6142260","15966","285","8734","3190","137","23.16",""
"99","","Bloons TD 6","141459960","2024820","93542","97","6979","3173","45","69.86",""
"100","","Warcraft III","140345760","2040540","40233","88","1806","3148","45","68.78",""
