"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"34","","Lost Ark","6542140620","108275280","271304","3164","42077","12448","206","60.42",""
"35","","Final Fantasy XIV Online","6475210380","329896080","222086","5406","138306","12321","627","19.63",""
"36","","Garena Free Fire","5936814600","200580180","518728","1005","176187","11296","381","29.6",""
"37","","Call Of Duty: Modern Warfare","5824225800","2510967420","63985","35271","1550123","11082","4777","2.32",""
"38","","Destiny 2","5452899480","453895140","287418","18053","263138","10375","863","12.01",""
"39","","Talk Shows & Podcasts","4903348020","126396180","330546","711","83930","9330","240","38.79",""
"40","","Poker","4251572580","58993020","87484","404","25622","8089","112","72.07",""
"41","","Call of Duty: Black Ops Cold War","4147684860","633646440","140677","4849","603482","7892","1205","6.55",""
"42","","Sea of Thieves","4132413900","271102020","204698","5144","286987","7863","515","15.24",""
"43","","SMITE","4084001820","150634860","97040","873","93633","7771","286","27.11",""
"44","","DayZ","3722271420","144075720","297130","682","98974","7082","274","25.84",""
"45","","Old School RuneScape","3712682220","84811380","96743","428","36147","7064","161","43.78",""
"46","","Valheim","3706573860","228440940","220179","5331","227252","7052","434","16.23",""
"47","","World of Tanks","3672480120","113537580","53950","672","53203","6988","216","32.35",""
"48","","Resident Evil Village","3667241460","136003020","658445","15117","201492","6978","258","26.96",""
"49","","Phasmophobia","3422250420","279269820","173802","3728","474656","6511","531","12.25",""
"50","","Fall Guys","3408155880","126992940","320033","1356","289248","6485","241","26.84",""
"51","","Magic: The Gathering","3398477520","61585920","65842","491","40260","6466","117","55.18",""
"52","","Diablo II: Resurrected","3381318300","70569720","414909","5938","53593","6433","134","47.91",""
"53","","Clash Royale","3236471340","40312620","220507","364","75484","6158","76","80.28",""
"54","","Ark: Survival Evolved","2969519160","190332420","405649","1446","169088","5650","362","15.6",""
"55","","Black Desert","2954117460","108750540","84299","564","45241","5621","206","27.16",""
"56","","NBA 2K21","2856330780","293355180","81377","1986","269228","5435","558","9.74",""
"57","","Call of Duty: Vanguard","2829402000","195200640","329920","15131","219092","5383","371","14.49",""
"58","","Retro","2715968820","115720260","32617","532","47159","5167","220","23.47",""
"59","","StarCraft II","2707662060","39449280","88147","149","23520","5152","75","68.64",""
"60","","The Binding of Isaac: Repentance","2522146380","52030140","90866","1014","55786","4799","99","48.47",""
"61","","Super Smash Bros. Ultimate","2498584680","90080400","128102","2912","70976","4754","171","27.74",""
"62","","Halo Infinite","2390551140","124628580","265291","9971","202350","4548","237","19.18",""
"63","","Roblox","2362821000","270553080","999409","1407","463783","4495","514","8.73",""
"64","","Pokémon Brilliant Diamond/Shining Pearl","2278210200","56332200","247407","6002","59611","4334","107","40.44",""
"65","","Pokémon Sword/Shield","2192511660","92937060","70186","948","62634","4171","176","23.59",""
"66","","Animal Crossing: New Horizons","2170268400","79136040","74837","1609","69992","4129","150","27.42",""
"67","","VRChat","2163444780","71640840","58135","531","64597","4116","136","30.2",""
"68","","Heroes of Might and Magic III: The Restoration of Erathia","2146053600","15446520","43409","82","4655","4083","29","138.93",""
"69","","Hunt: Showdown","2125404660","125370360","86051","738","71930","4044","238","16.95",""
"70","","Age of Empires II","2110368300","33515400","73868","171","25021","4015","63","62.97",""
"71","","Pools, Hot Tubs, and Beaches","2108347980","27486960","100000","269","30709","4011","52","76.7",""
"72","","Pokémon Unite","2105287620","75229800","227954","2607","84562","4005","143","27.98",""
"73","","Mario Kart 8","2049865500","28294560","295999","349","47424","3900","53","72.45",""
"74","","World of Warships","2048261100","49213560","47755","231","23250","3897","93","41.62",""
"75","","Dark Souls III","2039103480","118259760","124687","479","137772","3880","225","17.24",""
"76","","Gartic Phone","2022975060","44075340","252631","744","185302","3849","83","45.9",""
"77","","Eternal Return","2008506660","56634060","73707","430","38465","3821","107","35.46",""
"78","","Tibia","2004848220","98427420","19936","532","21003","3814","187","20.37",""
"79","","Back 4 Blood","1999642320","78704700","434157","5360","170198","3804","149","25.41",""
"80","","Games + Demos","1993511880","215601360","104096","4261","349262","3793","410","9.25",""
"81","","Dungeons & Dragons","1939598820","63048780","214452","538","31949","3690","119","30.76",""
"82","","Battlefield 2042","1855415460","71770680","346829","5035","116305","3530","136","25.85",""
"83","","It Takes Two","1814075760","54754500","230196","1072","114837","3451","104","33.13",""
"84","","Travel & Outdoors","1808445060","57956760","124200","194","29346","3441","110","31.2",""
"85","","Brawlhalla","1762451280","68752320","73984","314","149509","3353","130","25.63",""
"86","","Science & Technology","1736241900","113334300","210498","491","47670","3303","215","15.32",""
"87","","NBA 2K22","1699326180","125608440","159548","7211","100691","3233","239","13.53",""
"88","","Food & Drink","1667661540","28276080","149764","155","54057","3173","53","58.98",""
"89","","Red Dead Redemption 2","1630987680","176961000","41489","1029","185639","3103","336","9.22",""
"90","","Project Zomboid","1626622620","23084940","94550","425","24838","3095","43","70.46",""
"91","","Super Mario 64","1618344840","27553260","153576","195","28090","3079","52","58.74",""
"92","","League of Legends: Wild Rift","1583048280","67995480","60670","1039","56343","3012","129","23.28",""
"93","","Virtual Casino","1563416100","9609900","134042","61","7458","2974","18","162.69",""
"94","","TrackMania","1560384600","15310800","240476","272","17711","2969","29","101.91",""
"95","","The Elder Scrolls Online","1542511380","71526360","107828","343","48389","2935","136","21.57",""
"96","","Age of Empires IV","1539466680","15591000","126868","1151","22017","2929","29","98.74",""
"97","","Street Fighter V","1507296660","35059320","81201","276","23288","2868","66","42.99",""
"98","","Bloons TD 6","1503858780","30977940","101118","397","69198","2861","58","48.55",""
"99","","Stardew Valley","1502646480","122226780","101328","767","161021","2859","232","12.29",""
"100","","StarCraft","1490209260","14131980","111670","102","8571","2835","26","105.45",""
